,L,R,F,M,C
56837,2014/03/31,257,3,5624,0.293364154
56838,2014/03/31,29,4,2486,0.663427192
56839,2014/03/31,235,2,1718,0.96
56840,2014/03/31,195,3,3585,0.46
56841,2014/03/31,228,2,1695,0.972861357
56842,2014/03/31,5,2,2638,0.625
56843,2014/03/31,71,3,1800,0.915911111
56844,2014/03/31,618,2,2198,0.75
56845,2014/03/31,109,3,1947,0.846666667
56846,2014/03/31,321,3,2348,0.702022998
56847,2014/03/31,28,2,2058,0.8009183670000001
56848,2014/03/31,117,3,3821,0.431350432
56849,2014/03/31,158,2,2616,0.63
56850,2014/03/31,519,3,1648,1.0
56851,2014/03/31,218,2,2876,0.573000695
56852,2014/03/31,35,2,2034,0.81
56853,2014/03/31,178,4,4155,0.396464501
56854,2014/03/31,68,2,2861,0.57571828
56855,2014/03/31,510,2,2994,0.55
56856,2014/03/31,650,2,2994,0.55
56857,2014/03/31,195,3,2106,0.781837607
56858,2014/03/31,103,3,3030,0.543333333
56859,2014/03/31,7,4,2124,0.775
56860,2014/03/31,57,2,2572,0.64
56861,2014/03/31,80,5,3226,0.510244885
56862,2014/03/31,524,2,1646,1.0
56863,2014/03/31,366,2,2627,0.6265702320000001
56864,2014/03/31,213,2,2790,0.589964158
56865,2014/03/31,583,2,2750,0.5984
56866,2014/03/31,321,3,2664,0.617717718
56867,2014/03/31,522,3,1896,0.867827004
56868,2014/03/31,372,3,2387,0.689254294
56869,2014/03/31,180,3,3639,0.4521077220000001
56870,2014/03/31,513,2,2809,0.5855464579999999
56871,2014/03/31,207,2,2164,0.76
56872,2014/03/31,532,2,4111,0.4
56873,2014/03/31,164,2,2030,0.81
56874,2014/03/31,36,5,5075,0.324
56875,2014/03/31,13,3,1988,0.8269768609999999
56876,2014/03/31,1,3,3054,0.538235102
56877,2014/03/31,343,2,3491,0.470839301
56878,2014/03/31,30,2,5870,0.28
56879,2014/03/31,163,3,2109,0.779265055
56880,2014/03/31,142,4,2988,0.55
56881,2014/03/31,499,2,2331,0.704847705
56882,2014/03/31,373,2,2627,0.6253140460000001
56883,2014/03/31,480,2,2220,0.73990991
56884,2014/03/31,219,2,4021,0.408468043
56885,2014/03/31,593,2,2053,0.8
56886,2014/03/31,96,2,4692,0.35
56887,2014/03/31,354,2,2596,0.632588598
56888,2014/03/31,49,2,2087,0.7868567320000001
56889,2014/03/31,362,3,2015,0.814937965
56890,2014/03/31,606,2,2991,0.5489802739999999
56891,2014/03/31,211,3,2609,0.629252587
56892,2014/03/31,126,3,1887,0.87
56893,2014/03/31,439,2,2627,0.624895318
56894,2014/03/31,221,2,1993,0.823632715
56895,2014/03/31,46,4,2057,0.7979824990000001
56896,2014/03/31,233,2,1968,0.833998984
56897,2014/03/31,576,2,1094,1.5
56898,2014/03/31,65,3,3359,0.488538255
56899,2014/03/31,371,2,2497,0.6571485779999999
56900,2014/03/31,371,3,4102,0.4
56901,2014/03/31,574,3,1959,0.837442573
56902,2014/03/31,408,2,2088,0.78565613
56903,2014/03/31,208,2,2004,0.8185778440000001
56904,2014/03/31,361,3,3500,0.468685714
56905,2014/03/31,413,5,3280,0.5
56906,2014/03/31,477,2,2852,0.575
56907,2014/03/31,52,2,2582,0.635
56908,2014/03/31,506,3,2692,0.60884101
56909,2014/03/31,375,4,4042,0.40546759
56910,2014/03/31,474,2,2622,0.625
56911,2014/03/31,443,2,2045,0.801222494
56912,2014/03/31,243,4,1916,0.855
56913,2014/03/31,296,3,2628,0.6233333329999999
56914,2014/03/31,67,2,1820,0.9
56915,2014/03/31,725,2,1820,0.9
56916,2014/03/31,238,4,5217,0.31386237300000003
56917,2014/03/31,221,3,4352,0.376231618
56918,2014/03/31,4,2,2531,0.646787831
56919,2014/03/31,105,3,2539,0.644749902
56920,2014/03/31,198,4,2668,0.61350075
56921,2014/03/31,27,4,5647,0.289853019
56922,2014/03/31,45,3,2940,0.556666667
56923,2014/03/31,262,2,1960,0.835
56924,2014/03/31,49,2,2085,0.784877698
56925,2014/03/31,248,2,2614,0.626009946
56926,2014/03/31,659,3,3623,0.451614684
56927,2014/03/31,224,2,2750,0.594923636
56928,2014/03/31,350,3,1636,1.0
56929,2014/03/31,636,2,3444,0.475
56930,2014/03/31,441,3,2209,0.7405160709999999
56931,2014/03/31,288,3,3165,0.5168088470000001
56932,2014/03/31,552,2,2616,0.625
56933,2014/03/31,364,2,2616,0.625
56934,2014/03/31,29,2,4153,0.3936864920000001
56935,2014/03/31,528,2,3120,0.523910256
56936,2014/03/31,47,2,2350,0.695425532
56937,2014/03/31,563,2,1772,0.922121896
56938,2014/03/31,401,2,1634,1.0
56939,2014/03/31,649,2,2534,0.6447513810000001
56940,2014/03/31,14,3,2390,0.683556485
56941,2014/03/31,360,2,2676,0.610426009
56942,2014/03/31,5,2,3215,0.507956454
56943,2014/03/31,683,2,3041,0.536928642
56944,2014/03/31,73,2,2537,0.643590855
56945,2014/03/31,161,3,1737,0.94
56946,2014/03/31,186,2,1158,1.41
56947,2014/03/31,418,2,1866,0.875
56948,2014/03/31,359,2,1866,0.875
56949,2014/03/31,86,4,3123,0.522788985
56950,2014/03/31,62,3,4769,0.342224785
56951,2014/03/31,17,2,2006,0.813519442
56952,2014/03/31,614,2,2258,0.722674934
56953,2014/03/31,492,2,2341,0.696881674
56954,2014/03/31,74,3,1719,0.948964514
56955,2014/03/31,515,2,4078,0.4
56956,2014/03/31,568,2,4078,0.4
56957,2014/03/31,562,2,4078,0.4
56958,2014/03/31,476,4,3451,0.472616633
56959,2014/03/31,605,3,1669,0.977231875
56960,2014/03/31,343,2,3625,0.449834483
56961,2014/03/31,352,2,3106,0.525
56962,2014/03/31,654,2,3106,0.525
56963,2014/03/31,571,2,3106,0.525
56964,2014/03/31,336,2,1931,0.8443293629999999
56965,2014/03/31,571,2,1976,0.825
56966,2014/03/31,603,2,1762,0.925
56967,2014/03/31,387,2,1762,0.925
56968,2014/03/31,183,3,2283,0.713333333
56969,2014/03/31,531,2,2500,0.65136
56970,2014/03/31,5,3,2070,0.786666667
56971,2014/03/31,171,3,4830,0.337086957
56972,2014/03/31,489,4,2806,0.5802031360000001
56973,2014/03/31,195,3,3318,0.490660036
56974,2014/03/31,37,3,3303,0.492824705
56975,2014/03/31,295,5,2795,0.582368515
56976,2014/03/31,257,2,2854,0.57029082
56977,2014/03/31,84,3,2287,0.7116484479999999
56978,2014/03/31,419,2,2239,0.7268200090000001
56979,2014/03/31,343,3,3248,0.5009852220000001
56980,2014/03/31,539,2,1758,0.92559727
56981,2014/03/31,321,2,2279,0.7139096090000001
56982,2014/03/31,528,2,1914,0.85
56983,2014/03/31,515,2,1848,0.880357143
56984,2014/03/31,97,2,2035,0.7993955770000001
56985,2014/03/31,271,2,3073,0.529339408
56986,2014/03/31,186,2,1782,0.912716049
56987,2014/03/31,207,2,3273,0.49689887
56988,2014/03/31,393,2,2605,0.624261036
56989,2014/03/31,300,2,2785,0.5838707360000001
56990,2014/03/31,293,2,2214,0.7343902440000001
56991,2014/03/31,525,2,2095,0.776085919
56992,2014/03/31,279,6,1994,0.8153460379999999
56993,2014/03/31,426,2,1778,0.9143982
56994,2014/03/31,168,3,2787,0.583333333
56995,2014/03/31,130,2,2428,0.669555189
56996,2014/03/31,345,3,2294,0.70858762
56997,2014/03/31,530,3,2884,0.563280166
56998,2014/03/31,263,3,2544,0.638494497
56999,2014/03/31,39,2,2732,0.59454978
57000,2014/03/31,715,2,3569,0.455099468
57001,2014/03/31,644,2,2030,0.8
57002,2014/03/31,239,2,2800,0.58
57003,2014/03/31,348,3,1624,1.0
57004,2014/03/31,252,2,2800,0.58
57005,2014/03/31,663,3,1740,0.933333333
57006,2014/03/31,448,2,2463,0.659317905
57007,2014/03/31,45,3,2619,0.62
57008,2014/03/31,655,2,3417,0.475197542
57009,2014/03/31,490,2,1804,0.9
57010,2014/03/31,422,2,1910,0.85
57011,2014/03/31,367,2,1623,1.0
57012,2014/03/31,621,2,1623,1.0
57013,2014/03/31,347,3,2126,0.763405456
57014,2014/03/31,509,4,2596,0.625
57015,2014/03/31,22,3,4125,0.393333333
57016,2014/03/31,553,2,2950,0.55
57017,2014/03/31,588,3,1947,0.833333333
57018,2014/03/31,704,2,2950,0.55
57019,2014/03/31,418,2,2554,0.635238841
57020,2014/03/31,52,3,3030,0.53539604
57021,2014/03/31,555,2,1622,1.0
57022,2014/03/31,708,2,1622,1.0
57023,2014/03/31,578,2,1622,1.0
57024,2014/03/31,631,2,1622,1.0
57025,2014/03/31,709,2,1622,1.0
57026,2014/03/31,413,2,1622,1.0
57027,2014/03/31,615,2,1622,1.0
57028,2014/03/31,639,2,1622,1.0
57029,2014/03/31,402,2,1622,1.0
57030,2014/03/31,476,2,1622,1.0
57031,2014/03/31,72,2,2616,0.62
57032,2014/03/31,68,2,2616,0.62
57033,2014/03/31,494,2,3604,0.45
57034,2014/03/31,439,2,2575,0.629825243
57035,2014/03/31,71,2,2714,0.59752395
57036,2014/03/31,348,2,1921,0.844143675
57037,2014/03/31,304,3,4513,0.359297585
57038,2014/03/31,15,3,2070,0.783333333
57039,2014/03/31,186,3,2821,0.574739454
57040,2014/03/31,525,2,2092,0.775
57041,2014/03/31,578,3,1737,0.933333333
57042,2014/03/31,425,3,1737,0.933333333
57043,2014/03/31,558,3,1737,0.933333333
57044,2014/03/31,485,2,3139,0.516374642
57045,2014/03/31,188,2,2342,0.6920239109999999
57046,2014/03/31,175,2,2873,0.564054995
57047,2014/03/31,162,2,2868,0.565
57048,2014/03/31,97,2,4154,0.39
57049,2014/03/31,173,4,5364,0.301946309
57050,2014/03/31,171,3,2328,0.695708763
57051,2014/03/31,71,2,2809,0.576461374
57052,2014/03/31,23,2,3431,0.4719265520000001
57053,2014/03/31,598,2,3451,0.468980006
57054,2014/03/31,604,2,3451,0.468980006
57055,2014/03/31,548,2,2442,0.662735463
57056,2014/03/31,302,2,2441,0.662925031
57057,2014/03/31,323,2,1706,0.948534584
57058,2014/03/31,225,2,4258,0.38
57059,2014/03/31,248,2,3330,0.485858859
57060,2014/03/31,456,2,3044,0.531504599
57061,2014/03/31,190,2,3169,0.510476491
57062,2014/03/31,115,4,3376,0.479135071
57063,2014/03/31,232,2,2291,0.7060148409999999
57064,2014/03/31,560,3,3247,0.498075146
57065,2014/03/31,83,2,3076,0.52573472
57066,2014/03/31,304,3,2388,0.6771440540000001
57067,2014/03/31,384,2,3523,0.458955436
57068,2014/03/31,203,3,4067,0.39746988
57069,2014/03/31,521,4,4642,0.348179664
57070,2014/03/31,203,3,2255,0.7166962309999999
57071,2014/03/31,223,3,3943,0.409852904
57072,2014/03/31,79,3,1947,0.83
57073,2014/03/31,28,3,1947,0.83
57074,2014/03/31,627,2,2020,0.8
57075,2014/03/31,19,2,2020,0.8
57076,2014/03/31,593,2,2020,0.8
57077,2014/03/31,313,2,2504,0.645227636
57078,2014/03/31,124,2,3472,0.46531682
57079,2014/03/31,656,3,2665,0.6061350839999999
57080,2014/03/31,153,5,4340,0.372184332
57081,2014/03/31,317,2,2232,0.7236559140000001
57082,2014/03/31,296,2,3189,0.506444026
57083,2014/03/31,240,2,1867,0.8649169790000001
57084,2014/03/31,280,2,2698,0.598480356
57085,2014/03/31,31,2,2839,0.568640366
57086,2014/03/31,534,2,3228,0.5
57087,2014/03/31,315,5,3971,0.406421556
57088,2014/03/31,678,2,1875,0.8604799999999999
57089,2014/03/31,185,3,4335,0.372179931
57090,2014/03/31,98,4,2996,0.5384012020000001
57091,2014/03/31,3,7,2367,0.6814575409999999
57092,2014/03/31,354,2,1613,1.0
57093,2014/03/31,111,3,3082,0.523270604
57094,2014/03/31,254,2,2780,0.58
57095,2014/03/31,379,4,2826,0.570488323
57096,2014/03/31,145,3,5693,0.283167047
57097,2014/03/31,464,2,1954,0.825
57098,2014/03/31,2,2,2287,0.704669873
57099,2014/03/31,287,2,3400,0.473941176
57100,2014/03/31,14,6,3288,0.49
57101,2014/03/31,581,3,2393,0.673213539
57102,2014/03/31,120,2,2092,0.77
57103,2014/03/31,135,3,2185,0.737157895
57104,2014/03/31,535,2,3390,0.475
57105,2014/03/31,390,2,2882,0.558535739
57106,2014/03/31,360,2,2203,0.7306400359999999
57107,2014/03/31,131,6,3894,0.413333333
57108,2014/03/31,615,2,2875,0.559826087
57109,2014/03/31,20,2,3641,0.442018676
57110,2014/03/31,294,2,2587,0.6220216470000001
57111,2014/03/31,5,2,3436,0.468317811
57112,2014/03/31,240,2,2750,0.585134545
57113,2014/03/31,273,2,3453,0.465939763
57114,2014/03/31,623,2,2021,0.796041564
57115,2014/03/31,709,2,4022,0.4
57116,2014/03/31,715,2,4022,0.4
57117,2014/03/31,2,3,3859,0.416874838
57118,2014/03/31,268,4,2788,0.576840029
57119,2014/03/31,21,2,2004,0.80238523
57120,2014/03/31,221,2,3590,0.447883008
57121,2014/03/31,238,2,4176,0.385
57122,2014/03/31,196,2,2650,0.606679245
57123,2014/03/31,110,2,1380,1.165
57124,2014/03/31,653,2,2572,0.625
57125,2014/03/31,236,4,1957,0.821400102
57126,2014/03/31,5,2,1674,0.96016129
57127,2014/03/31,569,3,2229,0.721085689
57128,2014/03/31,401,2,2678,0.6
57129,2014/03/31,109,4,2482,0.647296535
57130,2014/03/31,267,3,2619,0.6133333329999999
57131,2014/03/31,21,4,3260,0.492702454
57132,2014/03/31,700,2,3569,0.45
57133,2014/03/31,363,3,2920,0.55
57134,2014/03/31,116,2,1139,1.41
57135,2014/03/31,360,2,3542,0.453402033
57136,2014/03/31,192,2,2020,0.795
57137,2014/03/31,181,5,4393,0.365499659
57138,2014/03/31,159,2,2378,0.675
57139,2014/03/31,660,2,2364,0.67893401
57140,2014/03/31,399,2,2276,0.705184534
57141,2014/03/31,208,2,2458,0.652929211
57142,2014/03/31,219,2,1866,0.86
57143,2014/03/31,9,2,2242,0.715606601
57144,2014/03/31,223,2,2684,0.5976602089999999
57145,2014/03/31,673,2,3774,0.425
57146,2014/03/31,254,3,1737,0.923333333
57147,2014/03/31,546,2,2376,0.675
57148,2014/03/31,396,3,3564,0.45
57149,2014/03/31,60,2,2030,0.79
57150,2014/03/31,248,2,2262,0.7088196290000001
57151,2014/03/31,30,2,2419,0.662786275
57152,2014/03/31,348,5,2852,0.562131837
57153,2014/03/31,424,2,2004,0.8
57154,2014/03/31,247,3,2585,0.620096712
57155,2014/03/31,429,2,4007,0.4
57156,2014/03/31,477,2,2298,0.6974760659999999
57157,2014/03/31,298,2,2197,0.7294492490000001
57158,2014/03/31,499,2,2486,0.644609815
57159,2014/03/31,43,3,2901,0.552388831
57160,2014/03/31,454,2,1875,0.85464
57161,2014/03/31,400,2,4006,0.4
57162,2014/03/31,641,2,1602,1.0
57163,2014/03/31,577,3,1740,0.920689655
57164,2014/03/31,195,4,3677,0.43562687
57165,2014/03/31,492,2,1845,0.8681300809999999
57166,2014/03/31,701,2,2442,0.655814906
57167,2014/03/31,309,2,2554,0.626938136
57168,2014/03/31,108,3,3134,0.510804084
57169,2014/03/31,459,3,2668,0.6
57170,2014/03/31,261,2,2101,0.7618705379999999
57171,2014/03/31,547,2,3556,0.45
57172,2014/03/31,547,2,3556,0.45
57173,2014/03/31,223,5,2740,0.584
57174,2014/03/31,315,3,4985,0.320982949
57175,2014/03/31,561,2,1600,1.0
57176,2014/03/31,692,2,4570,0.35
57177,2014/03/31,374,4,1761,0.9080636
57178,2014/03/31,144,2,3218,0.49690491
57179,2014/03/31,443,3,2501,0.639344262
57180,2014/03/31,553,2,2022,0.790801187
57181,2014/03/31,382,2,1808,0.8841814159999999
57182,2014/03/31,723,2,2780,0.575
57183,2014/03/31,614,2,2780,0.575
57184,2014/03/31,600,3,2283,0.7
57185,2014/03/31,210,3,1737,0.92
57186,2014/03/31,349,2,1807,0.8842280020000001
57187,2014/03/31,128,3,2942,0.5430965329999999
57188,2014/03/31,237,3,3260,0.490110429
57189,2014/03/31,148,3,1747,0.914556382
57190,2014/03/31,37,6,4392,0.3637704920000001
57191,2014/03/31,635,2,2004,0.7971556890000001
57192,2014/03/31,686,2,2004,0.7971556890000001
57193,2014/03/31,564,2,2004,0.7971556890000001
57194,2014/03/31,509,3,2229,0.716666667
57195,2014/03/31,517,2,2387,0.669187264
57196,2014/03/31,285,3,2827,0.565015918
57197,2014/03/31,291,2,1876,0.85141258
57198,2014/03/31,207,2,1868,0.854957173
57199,2014/03/31,43,5,1755,0.91
57200,2014/03/31,347,2,1774,0.9
57201,2014/03/31,675,2,1774,0.9
57202,2014/03/31,299,4,3691,0.432506096
57203,2014/03/31,112,2,2095,0.761957041
57204,2014/03/31,24,2,2020,0.79
57205,2014/03/31,67,2,2034,0.784287119
57206,2014/03/31,552,3,1869,0.853451043
57207,2014/03/31,309,3,2158,0.7391566270000001
57208,2014/03/31,529,3,1740,0.916666667
57209,2014/03/31,179,4,2320,0.6875
57210,2014/03/31,303,2,2004,0.7959081840000001
57211,2014/03/31,443,3,2605,0.6121689060000001
57212,2014/03/31,141,3,4690,0.34
57213,2014/03/31,309,2,2622,0.60812357
57214,2014/03/31,19,2,4196,0.38
57215,2014/03/31,6,2,4196,0.38
57216,2014/03/31,61,3,1780,0.895505618
57217,2014/03/31,88,2,1380,1.155
57218,2014/03/31,581,2,2065,0.7718159809999999
57219,2014/03/31,69,2,2796,0.57
57220,2014/03/31,11,4,4072,0.391365422
57221,2014/03/31,715,2,1774,0.898083427
57222,2014/03/31,595,2,2441,0.652683327
57223,2014/03/31,259,2,3223,0.494269314
57224,2014/03/31,511,3,1989,0.8009049770000001
57225,2014/03/31,118,2,3232,0.492790842
57226,2014/03/31,24,4,2219,0.717751239
57227,2014/03/31,674,2,1820,0.875
57228,2014/03/31,598,2,2420,0.658057851
57229,2014/03/31,134,3,4070,0.391228501
57230,2014/03/31,154,2,1657,0.9608449
57231,2014/03/31,282,2,2675,0.595136449
57232,2014/03/31,217,3,3969,0.401002771
57233,2014/03/31,18,3,3537,0.449977382
57234,2014/03/31,397,2,3978,0.4
57235,2014/03/31,503,2,1729,0.920185078
57236,2014/03/31,283,2,1729,0.92
57237,2014/03/31,73,2,4078,0.39
57238,2014/03/31,211,2,2742,0.58
57239,2014/03/31,538,2,3735,0.425796519
57240,2014/03/31,639,2,1590,1.0
57241,2014/03/31,97,2,2792,0.569455587
57242,2014/03/31,258,3,3347,0.474998506
57243,2014/03/31,9,2,2311,0.68785807
57244,2014/03/31,484,2,3300,0.4816666670000001
57245,2014/03/31,6,2,2694,0.589940609
57246,2014/03/31,284,2,2192,0.725
57247,2014/03/31,316,2,1589,1.0
57248,2014/03/31,27,6,2238,0.71
57249,2014/03/31,678,3,2793,0.568743287
57250,2014/03/31,563,3,2433,0.652856556
57251,2014/03/31,76,3,2033,0.781155927
57252,2014/03/31,383,4,3970,0.4
57253,2014/03/31,50,3,4962,0.32
57254,2014/03/31,560,3,2289,0.6936435120000001
57255,2014/03/31,450,2,3310,0.479637462
57256,2014/03/31,15,2,2915,0.5445660379999999
57257,2014/03/31,678,2,2900,0.54737931
57258,2014/03/31,440,2,3003,0.5285880789999999
57259,2014/03/31,559,3,3968,0.4
57260,2014/03/31,236,2,1991,0.796820693
57261,2014/03/31,76,3,1737,0.913333333
57262,2014/03/31,260,2,2411,0.657951058
57263,2014/03/31,36,4,4316,0.3675
57264,2014/03/31,458,2,1866,0.85
57265,2014/03/31,475,2,2544,0.623466981
57266,2014/03/31,659,2,2758,0.575
57267,2014/03/31,18,2,3015,0.525936982
57268,2014/03/31,288,2,2020,0.785
57269,2014/03/31,28,2,3877,0.408970854
57270,2014/03/31,342,2,3963,0.4
57271,2014/03/31,682,2,3963,0.4
57272,2014/03/31,682,2,3963,0.4
57273,2014/03/31,32,4,2426,0.653322341
57274,2014/03/31,221,3,2670,0.593602996
57275,2014/03/31,412,2,2680,0.591343284
57276,2014/03/31,35,2,2116,0.7489508509999999
57277,2014/03/31,190,2,2220,0.713851351
57278,2014/03/31,662,3,2029,0.78097585
57279,2014/03/31,3,2,2229,0.7108209959999999
57280,2014/03/31,59,2,1933,0.819643042
57281,2014/03/31,144,2,2055,0.770919708
57282,2014/03/31,519,3,2640,0.6
57283,2014/03/31,296,2,2004,0.7902844309999999
57284,2014/03/31,489,2,2407,0.65756128
57285,2014/03/31,1,2,2981,0.530899027
57286,2014/03/31,174,2,2948,0.5367401629999999
57287,2014/03/31,129,4,2227,0.710480467
57288,2014/03/31,258,2,2800,0.565
57289,2014/03/31,319,3,1356,1.166666667
57290,2014/03/31,351,3,1929,0.820088129
57291,2014/03/31,263,2,2572,0.615
57292,2014/03/31,519,3,4177,0.378656931
57293,2014/03/31,503,3,1977,0.8
57294,2014/03/31,433,2,3163,0.5
57295,2014/03/31,588,2,2750,0.575
57296,2014/03/31,560,2,1891,0.83595981
57297,2014/03/31,15,3,2442,0.647174447
57298,2014/03/31,548,2,2161,0.731166127
57299,2014/03/31,201,2,1855,0.851671159
57300,2014/03/31,167,2,3120,0.506189103
57301,2014/03/31,695,2,1858,0.85
57302,2014/03/31,466,2,2256,0.7
57303,2014/03/31,148,2,2148,0.735
57304,2014/03/31,30,3,3596,0.439032258
57305,2014/03/31,267,4,3984,0.39625
57306,2014/03/31,443,3,1831,0.86215183
57307,2014/03/31,1,2,4154,0.38
57308,2014/03/31,279,2,4154,0.38
57309,2014/03/31,89,2,4154,0.38
57310,2014/03/31,14,2,4154,0.38
57311,2014/03/31,247,2,4154,0.38
57312,2014/03/31,179,2,4154,0.38
57313,2014/03/31,191,2,4154,0.38
57314,2014/03/31,80,2,4154,0.38
57315,2014/03/31,28,2,4154,0.38
57316,2014/03/31,220,2,4154,0.38
57317,2014/03/31,240,3,3331,0.473863705
57318,2014/03/31,174,3,3245,0.486397535
57319,2014/03/31,34,2,2065,0.7642954000000001
57320,2014/03/31,154,4,3243,0.486558742
57321,2014/03/31,613,2,2254,0.7
57322,2014/03/31,219,3,3585,0.44
57323,2014/03/31,72,2,1680,0.938910714
57324,2014/03/31,412,4,3116,0.506161746
57325,2014/03/31,70,4,2102,0.7503092290000001
57326,2014/03/31,539,2,1577,1.0
57327,2014/03/31,550,2,1577,1.0
57328,2014/03/31,223,2,1714,0.92
57329,2014/03/31,181,2,1866,0.845
57330,2014/03/31,297,2,1866,0.845
57331,2014/03/31,698,3,3345,0.471375187
57332,2014/03/31,104,4,3940,0.4001878170000001
57333,2014/03/31,11,3,4110,0.383635036
57334,2014/03/31,91,2,2495,0.631895792
57335,2014/03/31,681,2,2252,0.7
57336,2014/03/31,273,3,3384,0.465824468
57337,2014/03/31,103,2,2892,0.545
57338,2014/03/31,646,2,2253,0.699422992
57339,2014/03/31,482,2,3939,0.4
57340,2014/03/31,106,2,2202,0.715367847
57341,2014/03/31,594,3,3054,0.515749836
57342,2014/03/31,124,4,2744,0.5740087460000001
57343,2014/03/31,156,2,1894,0.8316050690000001
57344,2014/03/31,236,2,2582,0.61
57345,2014/03/31,213,2,2119,0.743081642
57346,2014/03/31,334,2,3419,0.460412401
57347,2014/03/31,45,4,2474,0.636261116
57348,2014/03/31,475,2,1845,0.853116531
57349,2014/03/31,15,3,2898,0.543022774
57350,2014/03/31,554,2,3934,0.4
57351,2014/03/31,399,2,3934,0.4
57352,2014/03/31,402,2,3934,0.4
57353,2014/03/31,396,2,3934,0.4
57354,2014/03/31,109,2,3934,0.4
57355,2014/03/31,563,2,3934,0.4
57356,2014/03/31,375,2,3934,0.4
57357,2014/03/31,398,2,3934,0.4
57358,2014/03/31,390,2,3934,0.4
57359,2014/03/31,422,2,3934,0.4
57360,2014/03/31,542,2,3934,0.4
57361,2014/03/31,442,2,3934,0.4
57362,2014/03/31,469,2,3934,0.4
57363,2014/03/31,428,2,3934,0.4
57364,2014/03/31,98,2,3934,0.4
57365,2014/03/31,696,2,3934,0.4
57366,2014/03/31,45,2,3934,0.4
57367,2014/03/31,465,2,3934,0.4
57368,2014/03/31,500,2,3934,0.4
57369,2014/03/31,557,2,3934,0.4
57370,2014/03/31,549,2,3934,0.4
57371,2014/03/31,99,2,3934,0.4
57372,2014/03/31,395,2,3934,0.4
57373,2014/03/31,390,2,3934,0.4
57374,2014/03/31,128,2,3934,0.4
57375,2014/03/31,424,2,3934,0.4
57376,2014/03/31,524,2,3934,0.4
57377,2014/03/31,502,3,2209,0.712109552
57378,2014/03/31,525,3,2999,0.52444148
57379,2014/03/31,397,2,1850,0.85
57380,2014/03/31,542,2,1850,0.85
57381,2014/03/31,351,2,2254,0.6975155279999999
57382,2014/03/31,632,2,1572,1.0
57383,2014/03/31,38,2,3750,0.4192
57384,2014/03/31,496,2,2382,0.659823678
57385,2014/03/31,204,2,1770,0.88779661
57386,2014/03/31,599,2,1746,0.9
57387,2014/03/31,575,2,1926,0.815784008
57388,2014/03/31,529,3,4302,0.365202232
57389,2014/03/31,261,3,1701,0.923333333
57390,2014/03/31,540,2,2094,0.75
57391,2014/03/31,235,5,3020,0.52
57392,2014/03/31,222,2,1774,0.885
57393,2014/03/31,261,2,1774,0.885
57394,2014/03/31,429,3,2189,0.717199635
57395,2014/03/31,539,2,1880,0.835
57396,2014/03/31,404,3,3924,0.4
57397,2014/03/31,398,2,2616,0.6
57398,2014/03/31,397,3,3924,0.4
57399,2014/03/31,107,3,3567,0.44
57400,2014/03/31,93,9,3420,0.458888889
57401,2014/03/31,52,4,2638,0.594867324
57402,2014/03/31,365,2,3566,0.43996074
57403,2014/03/31,211,3,3078,0.509642625
57404,2014/03/31,580,2,1746,0.8983963340000001
57405,2014/03/31,433,2,2416,0.6492135760000001
57406,2014/03/31,518,2,1530,1.025
57407,2014/03/31,692,2,4182,0.375
57408,2014/03/31,39,3,3564,0.44
57409,2014/03/31,390,2,4161,0.376832492
57410,2014/03/31,18,2,4305,0.364218351
57411,2014/03/31,155,2,1623,0.965988909
57412,2014/03/31,199,3,1959,0.800245023
57413,2014/03/31,155,3,5397,0.290407634
57414,2014/03/31,162,3,4124,0.38
57415,2014/03/31,104,5,2068,0.7576402320000001
57416,2014/03/31,507,3,1753,0.8936109529999999
57417,2014/03/31,71,2,2721,0.575545755
57418,2014/03/31,431,2,2028,0.772189349
57419,2014/03/31,217,4,3374,0.464090101
57420,2014/03/31,572,2,2020,0.775
57421,2014/03/31,611,2,2020,0.775
57422,2014/03/31,589,2,2020,0.775
57423,2014/03/31,393,4,3104,0.50431701
57424,2014/03/31,224,2,1820,0.86
57425,2014/03/31,232,2,1820,0.86
57426,2014/03/31,514,2,1756,0.8912300679999999
57427,2014/03/31,356,2,2440,0.641393443
57428,2014/03/31,292,3,3384,0.462455674
57429,2014/03/31,48,2,1379,1.134517766
57430,2014/03/31,409,3,3208,0.487687032
57431,2014/03/31,590,2,1867,0.837707552
57432,2014/03/31,251,3,1908,0.8196016770000001
57433,2014/03/31,113,2,2696,0.58
57434,2014/03/31,61,3,1737,0.9
57435,2014/03/31,518,3,3046,0.513230466
57436,2014/03/31,524,4,2316,0.675
57437,2014/03/31,416,3,1737,0.9
57438,2014/03/31,174,2,1954,0.8
57439,2014/03/31,124,2,1881,0.830994152
57440,2014/03/31,515,2,2387,0.6547968160000001
57441,2014/03/31,108,2,2684,0.582280179
57442,2014/03/31,194,4,2100,0.743761905
57443,2014/03/31,644,2,3385,0.461358936
57444,2014/03/31,178,2,2892,0.54
57445,2014/03/31,411,2,3904,0.4
57446,2014/03/31,229,2,2400,0.650666667
57447,2014/03/31,163,6,2874,0.543333333
57448,2014/03/31,75,4,2759,0.565726713
57449,2014/03/31,148,3,1788,0.8728131990000001
57450,2014/03/31,506,2,2229,0.7
57451,2014/03/31,369,2,2229,0.7
57452,2014/03/31,487,2,2229,0.7
57453,2014/03/31,489,2,2229,0.7
57454,2014/03/31,127,2,5201,0.3
